카테고리,제목,주최/주관,접수기간,D-day,조회수,저장,댓글,포스터,상세 링크,상금,상세 내용
IT/소프트웨어/게임,JISEF 2024 전북 인디게임 공모전 모집 안내,전북특별자치도 콘텐츠융합진흥원 / 전북글로벌게임센터,2024년 8월 5일(월) ~ 2024년 9월 13일(금),정보 없음,"1,535",0,0,https://cf-cpi.campuspick.com/activity/1723091338188966_thumb.jpg,https://www.campuspick.com/contest/view?id=26612,150원,(재)전북특별자치도 콘텐츠융합진흥원 전북글로벌게임센터에서 전북 도내 게임 개발에  관심있는 도민 여러분들을 위한 2024 전북 인디게임 공모전을 개최합니다.  O 공모 자격 : 전북특별자치도 출신 개인 또는 팀 전북 소재 학교 재학 또는 졸업(고등학교 또는 대학교) O 공모 대상 : 자유주제 / 빌드 파일 제출 가능한 미출시게임 O 접수 기간 : 2024년 8월 5일(월) ~ 2024년 9월 13일(금) 17:00 O 제출 서류 : 구글폼 통한 온라인 접수   공모전 관련 상세 내용은 하단 전북특별자치도 컨텐츠융합진흥원 공고를 통해 확인해주세요  O 공고문 : https://lrl.kr/Kksp O 공모 접수 링크 : https://forms.gle/S1DR4PvEVD9fyFeR9  문의처 : info_jisef@nate.com
IT/소프트웨어/게임,(추가모집) 2024 AI 헬스케어 아이디어톤 경진대회,강원지역혁신플랫폼,2024년 8월 8일(목) ~ 2024년 8월 11일(일),정보 없음,"2,237",0,0,https://cf-cpi.campuspick.com/activity/1723077770035762_thumb.jpg,https://www.campuspick.com/contest/view?id=26520,"1,500,000원","● 참가 자격 - 강원지역혁신플랫폼 참여대학 대학(원)생 * 가톨릭관동대학교, 강릉영동대학교, 강릉원주대학교, 강원대학교, 강원도립대학교, 경동대학교, 상지대학교, 세경대학교, 송곡대학교, 송호대학교, 연세대학교 미래캠퍼스, 춘천교육대학교, 한라대학교, 한림대학교, 한림성심대학교   ● 대회 주제 : IT 기술과 강원도 특화 산업을 융합한 AI 헬스케어 신산업 아이디어 제안 ? 2024년 강원도가 글로벌 혁신 특구로 지정됨에 따라 AI 헬스케어 규제 해소를 통해 개발 할 수 있는 AI 헬스케어 신산업 아이디어 활성화 ※ 네거티브 규제(벌칙규정이 없으면 모두 허용) 도입으로 완성형 의료데이터를 구축 시도 ※ 완성형 의료데이터 : 현재 보건의료데이터는 분절적(유전체, 임상정보, 라이프로그 데이터 개별적)이며, 이를 통합된 형태로 만드는 것이 완성형 의료데이터 ? 사회적 약자 보호, 공공서비스 개선 등 아이디어 제안을 통해 AI 헬스케어 산업활성화에 기여 ? 기존 도내 특화산업인 바이오·헬스케어 등과의 융합을 통한 서비스 아이디어 발굴 및 향후 경제성을 창출하고 글로벌 시장 진출이 가능한 아이디어 발굴   ● 대회 일정 및 시상 내역 - 접수기간 : 8월 11일 (일)까지   ● 참가 혜택 - 무상교육(사전교육, 멘토링) 지원, AI 관련 특강 우선 참석 기회,시상품 - 수상팀은 해외 연수 프로그램 참여 기회 부여   ● 접수 방법 - 2~5인 이하 팀으로 구성하여 참가신청서 온라인 제출   ● 유의 사항 ? 온라인으로 진행되는 사전교육은 필수 참석이며, 불참에 대한 불이익 책임은 참가자에게 있음 ※ 사전교육 수료 시 수료증 발급 ? 대상·최우수상 3개팀은 9월 말 쇼케이스 필수 참석 ? 해외 연수 프로그램 관련 사항 : 11월 별도 안내 예정(자기부담금 20%, 30만원 미만)  ● 문의 사항 ☎ 대회문의 : 033-250-6890, risdata@kangwon.ac.kr ☎ 접수문의 : 033-263-3466, ktony1203@naver.com"
IT/소프트웨어/게임,제3회 게임제너레이션 게임비평공모전,게임문화재단,2024년 7월 25일(목) ~ 2024년 9월 7일(토),정보 없음,"2,109",0,0,https://cf-cpi.campuspick.com/activity/1721968902878392_thumb.jpg,https://www.campuspick.com/contest/view?id=26496,"1,200,000원","제3회 게임제너레이션 게임비평공모전 안내   게임제너레이션은 한국 디지털게임 비평의 활성화와 신진작가 발굴을 위해 매년 게임비평공모전을 진행해 오고 있으며, 2024년의 공모전을 다음과 같이 진행하고자 합니다. 관심있는 많은 분들의 참여를 기다리겠습니다.    ■ 공모형식 및 참여방법:  - 주제ㅣ 디지털게임에 대한 비평 (세부주제 자유. 기존 GG 아티클 및 공모전 수상작 참조)  - 형식: 워드프로세스파일(HWP, DOC 등) 형식으로 제출. 글제목 및 저자명 포함.  - 분량: 4천자 ~ 8천자 내외 (이미지 삽입 5개 이하)  - 제출방법: 공모전 전용 이메일(ggcriticcomp@gmail.com) 을 통해 제출   ■ 시상내역  - 총 4편 내외 당선작 선정 및 시상  - 상금 및 상장 수여: 편당 120만원(세전, 원고료포함).  - 2024 G-STAR에서 시상식 진행 예정  - 당선작 GG 20호(2024. 10) 게재   ■ 일정  - 2024. 09. 07(토) 접수마감  - 2024. 09. 23(월) 심사완료 및 결과통지  - 2024. 10. 10((목) GG 20호 수상작 게재  - 2024. 11. G-STAR 일정 중 시상식 진행 (세부일정 확정후 별도 통보)   ■ 기타  - 제출된 원고는 반환되지 않습니다.  - 수상작은 GG에 게재됨과 동시에 GG아티클과 동일하게 전재되어 타 매체에 기고할 수 없습니다.  - 응모는 1인당 1작품을 기준으로 하며, 초과 투고시 불이익이 발생할 수 있습니다.  - 기존 GG 공모전 입상자는 선정에서 배제됩니다.  - 제출되는 모든 응모작은 표절검사를 실시하며, 수상 이후라도 표절 문제가 확인될 경우 수상이 취소될 수 있습니다.  -기타 공모전 관련 문의는 공모전 공식 이메일(ggcriticcomp@gmail.com) 으로 보내주십시오.   ■ 주최: 게임문화재단"
IT/소프트웨어/게임,2024 고양시 빅데이터 아카데미 및 빅데이터 공모전 참가자 모집,고양산업진흥원,2024년 7월 24일(수) ~ 2024년 9월 11일(수),정보 없음,"4,340",0,0,https://cf-cpi.campuspick.com/activity/1724838745479967_thumb.jpg,https://www.campuspick.com/contest/view?id=26491,정보 없음,"□ 공모전 개요  o 공모명 : 2024년 고양시 빅데이터 공모전  o 응모기간 : 2024. 7. 24.(화) ~ 2024. 9. 11.(수)  o 응모자격 :  - 제한없음 (개인 또는 4인 이내 팀)  o 응모주제  - 고양시의 사회문제 해결 및 공공 이익·발전에 기여할 수 있는 자유 주제  ※ 경기 북부·고양 데이터 분석센터 데이터를 활용 시 5점 가점 부여  o 응모조건  - 고양시 빅데이터 공모전의 제반 규정 및 참가신청서 내 준수사항 모든 항목에 동의한 자  - 개인정보 수집·이용 및 제3자 제공동의서에 동의한 자  o 응모형식 :  - (서류심사) 참가신청서, 분석결과보고서, 개인정보 수집·이용 및 제3자 제공동의서 제출  - (본선심사) 결과보고서(PPT형식), 코드 및 스크립트 제출  o 응모방법  - 구글폼을 통한 공모전 접수 (https://forms.gle/yvuH5TCBTiRuWnAQ6)  - 참가신청서, 분석결과보고서, 개인정보 수집·이용 및 제3자 제공동의서를 9. 11.(수) 15시까지 이메일 제출 (goyangdata@kmac.co.kr)  - 본선 진출자는 본선심사 시 코드 및 스크립트, 결과보고서(PPT형식) 제출     □ 아카데미 개요  o 교육명 : 2024년 고양시 AI·빅데이터 아카데미  o 일시/장소  (1차) 2024년 8월 23일(금), 14:00~16:00 경기 북부·고양 데이터 분석 센터  (2차) 2024년 8월 30일(금), 14:00~16:00 덕양구청 전산교육장(6층)  (3차) 2024년 9월 6일(금), 14:00~16:00 덕양구청 전산교육장(6층)  o 교육대상 : 관내 중소기업 및 소상공인(대표 및 실무자), 시민, 학생 등  o 인 원 : 30명 내외(회차 당, 중복 신청 가능)  ※ 교육장 수용인원 제한으로 선착순 마감  ※ 초과 인원에 대해 예비번호 부여 후, 결원 발생 시 유선 안내  o 모집기간  (1차)2024. 08. 05(월) ~ 08. 15(목)  (2차)2024. 08. 12(월) ~ 08. 22(목)  (3차)2024. 08. 19(월) ~ 08. 29(목)  o 신청방법 : 구글폼을 통한 아카데미 참여 신청서 작성"
IT/소프트웨어/게임,2024 전국 대학생 경정 데이터 분석 경진대회,국민체육진흥공단,2024년 7월 24일(수) ~ 2024년 8월 8일(목),정보 없음,"3,538",0,0,https://cf-cpi.campuspick.com/activity/1721795669442767_thumb.jpg,https://www.campuspick.com/contest/view?id=26480,"2,000,000원","2024 전국 대학생 경정 데이터 분석 경진대회   ○ 공모주제  - 경정 데이터 분석 경진대회   ○ 기간 및 일정  - 참가신청 7.24(수) ~ 8.8(목)  - 사전교육 8.14(수)  - 예선진행 8.15(목) ~ 9.12(목)  - 예선 결과발표 9.20(목)  - 결선 및 시상 9.25(수) ~ 9.27(금)   ○ 지원자격  - 대학생 및 대학원생(휴학생 포함)  - 공고일 기준 만 19세 이상  (05년 7월 24일 이전 출생자)  - 개인 및 팀 단위 참여(4인 이하)    ○ 접수방법  - 포스터 QR 스캔 후 참가자 정보 입력    ○ 제출서류  - 재학증명서, 개인정보 수집,활용 동의서  - b00819@kspo.or.kr 메일로 제출   ○ 시상내역  - 국민체육진흥공단 이사장 표창 및 상금  - 대상 200만원(1팀)  - 최우수상 100만원(2팀)  - 우수상 50만원(2팀)   ○ 문의  - b00819@kspo.or.kr"
IT/소프트웨어/게임,2024년 GovTech 창업 경진대회(총 상금 8천만 원) 모집 안내,"디지털플랫폼정부위원회, 과학기술정보통신부",2024년 8월 5일(월) ~ 2024년 8월 30일(금),정보 없음,"2,698",0,0,https://cf-cpi.campuspick.com/activity/1721782108907354_thumb.jpg,https://www.campuspick.com/contest/view?id=26476,"15,000,000원","『2024년 GovTech 창업 경진대회』  1. 경진대회 개요  ▶ 개요  - 대회명 : 2024년 GovTech 창업 경진대회  - 주최/주관 : 디지털플랫폼정부위원회, 과학기술정보통신부/정보통신산업진흥원  - 접수기간 : 2024년 8월 5일 ~ 8월 30일, 18:00까지 (마감시간 이후 접수 불가)  ▶ 추진절차 - 자세한 내용은 홈페이지 참고  ▶ 참가자격 - GovTech* 분야에 관심 있는 개인 또는 2인 이상 단체 * GovTech란? ICT 기술 기반의 기업이 데이터 및 AI 등을 활용하여 ① 공공부문의 대국민 서비스 ② 공공·지역현안 및 사회 문제해결 ③ 공공서비스 등에 제공하는 새로운 방식의 솔루션 또는 서비스  ▶ 분야  - 아이디어 기획 분야(자유공모) / 제품 및 서비스 개발 분야(자유공모, 지정공모)  o 아이디어 기획 분야 : 공공데이터를 활용한 창의적 아이디어 기획안 제시  ※ 아이디어 기획 분야의 경우, 사업자(개인 또는 법인) 참가 불가함  o 제품 및 서비스 개발 분야 : 공공데이터를 활용하여 제품 및 서비스 개발  ※ 제품 및 서비스 개발 분야의 지정공모 주제는 모집공고 참고    2. 시상 내용  ▶ 시상규모  - 시상 및 상금 규모 : 총 상훈 16점, 상금 8천만 원  - 구체적인 시상 내용은 홈페이지 참조  3. 접수방법  ▶ 접수방법  - GovTech 창업 경진대회 홈페이지(www.koreagovtech.or.kr) 내 메인 페이지에서 '접수하기' 내 용에 따라 작성 및 제출  ▶ 접수기간  - 2024년 8월 5일 ~ 8월 30일, 18:00까지(마감시간 이후 접수 불가)  ▶ 제출서류  - 초기 산출물 : 아이디어 기획서, 개인정보 동의서, 서약서  4. 유의사항  ▶ 신청 시 유의사항  - 참가자는 ‘2024 GovTech 창업 경진대회’ 제반 규정 및 유의사항을 숙지해야 하며, 위반 등으 로 발생하는 모든 책임은 참가자 본인에게 있음  - 아이디어 등 제출물은 1) 동일한 년도에 타 공모전 및 경진대회 등에서 동일 또는 유사한 아이템으로 수상이력이 있을 경우  2) 과거 타 공모전 및 경진대회를 통해 동일한 아이템으로 누적상금 3천만원 이상 받았을 경 우  3) 타인의 특허, 실용신안 등 지식재산권을 침해하거나 침해할 우려가 있는 아이템의 경우에 는 입상이 취소될 수 있으며, 저작권으로 인하여 발생하는 민ㆍ형사상 책임은 출품자에게 있음 - 비공개로 제공되는 데이터는 참가자가 아닌 제3자에게 열람하게 하거나 제공(이전), 대여, 판 매하지 아니하며, 제공 자료에 대한 보안 및 관리를 철저히 해야 함  - 제출 서류는 공개될 수 있으며, 참가자는 초상권ㆍ지식재산권 등을 고려하여 참가   5. 문의  ▶ 『2024년 GovTech 창업 경진대회』운영사무국  ☎ 02-3786-0753 Email: govtech@kmac.co.kr  홈페이지 : https://www.koreagovtech.or.kr      ★ 온라인 사전 설명회 개최 (8월 1일(목) 14시 Zoom 웨비나)  ▶ 경진대회에 대한 소개 및 운영 세부사항 안내, 공공데이터 및 GovTech에 대한 강연, 참가자 대상 추첨을 통한 기프티콘 제공  ▶ 온라인 설명회 신청 링크 : https://forms.gle/g8TAK6ggXVf3dDw56   경진대회에 대한 궁금증을 해결할 수 있는 설명회가 예정되어 있으니 관심있으신 분께서는 신청 부탁드립니다."
IT/소프트웨어/게임,2024년 김포시 SNS 홍보 콘텐츠 공모전,김포시,2024년 7월 15일(월) ~ 2024년 9월 18일(수),정보 없음,"3,039",0,0,https://cf-cpi.campuspick.com/activity/1721623012706357_thumb.jpg,https://www.campuspick.com/contest/view?id=26452,"1,000,000원","2024년 김포시 SNS 홍보 콘텐츠 공모전  ■ 접수 기간 - 2024. 7. 15.(월) ~ 9. 18.(수) 18:00  ■ 지원 자격 - 누구나, 제한없음(개인 또는 팀별 참가 가능, 팀의 경우 4인 제한)  ■ 공모 분야 : 인스타툰(웹툰, 만화), 릴스(숏폼, 영상)  ■ 공모 주제 - 포수와 포미의 MZ스럽고 트렌디한 라이프스타일을 창작해주세요! - 포수와 포미에게 초능력이 생긴다면? 초능력을 만들어 주세요! - 김포 관련 자유주제(김포 여행, 김포에서의 일상, 김포의 매력 등)  ■ 인스타툰 작품규격 - 웹툰, 인스타툰 등 자유로운 만화형식 - 파일형식 JPG, PNG 등 제한 없음 - 작품규격 정사각형 1080x1080 사이즈 - 최소 6장 ~ 최대 10장으로 하며 한 장 내에서 컷 분배 등은 자유롭게 구성  ■ 릴스 작품규격 - 브이로그, 애니메이션, 다큐멘터리, 코미디 등 장르 불문 - 작품길이 60초 내외(최대 90초 미만) - 파일형식 mp4로 제출(최대 용량 1GB) - 세로형(1080x1920), 가로형(1920x1080), 정방형(1080x1080) 중 택1  ■ 지원 방법 - 신청서류 작성하여 응모작과 함께 이메일 제출(lsy0419@korea.kr)  ■ 공모전 시상내역(인스타툰, 릴스 각 14작품씩 28작품) - 최우수상 : 1명 x 1,000천원 - 우수상 : 3명 x 500천원 - 장려상 : 10명 x 300천원 - 참가상 : 35명 x 2만원 상당의 기프티콘 추첨  ■ 문의사항 : 김포시청 홍보담당관 미디어팀(☎031-980-2069)"
IT/소프트웨어/게임,(방통위 주최) 2024년 클라우드 인프라 지원사업 참가기업 모집,방송통신위원회,2024년 7월 11일(목) ~ 2024년 8월 14일(수),정보 없음,829,0,0,https://cf-cpi.campuspick.com/activity/1721371235071699_thumb.jpg,https://www.campuspick.com/contest/view?id=26441,기타,"■ 목적 - 아이디어는 있으나, 개발 자금 부족 등으로 사업화가 어려운 예비·초기 위치정보 및 위치기반서비스 사업자 등에게 클라우드 기반 S/W 개발 및 테스트환경(IaaS) 지원   ■ 대상 - 시제품 기획·개발 단계에 있는 스타트업 및 예비창업자(25개) ☞ 온?오프라인에서 구현 가능한 위치기반서비스 및 상품에 대한 아이디어를 기획 및 개발하기 위해 인프라가 필요한 비즈니스 모델   ■ 공모기간 - 2024년 7월 11일 ~ 2024년 8월 14일, 18:00까지(마감시간 이후 접수 불가)   ■ 참가자격 - 위치정보를 기반으로 서비스를 개발하고 상용화하고자 하는 의지가 있는 스타트업(3년 미만) 및 예비창업자 ※ ?공정거래법?에 따라 상호출자제한기업집단(대기업)으로 지정된 사업자는 참가 제한   ■ 추진 절차 및 일정  기획안 접수(7.11~8.14) ▶ 적합성 평가_서류(8월) ▶ 선정 결과 발표(8월) ▶ 클라우드 인프라 제공 (8월~25년 6월)  ※ 상기 일정은 주최 측의 사정에 의해 일부 변동될 수 있음   ■ 접수 방법  ① 클라우드 인프라 지원 누리집(www.korealbs.or.kr) 내 메인 페이지에서 '클라우드 인프라 지원사업' 배너 클릭 ② '모집요강' 페이지에서 모집요강 및 제출서류 다운로드 ③ 서류 작성 및 제출 (제출처 : lbs@kmac.co.kr)   ■ 문의처  '2024년 대한민국 위치정보 우수 비즈니스 모델 발굴 프로젝트' 운영사무국  - ☎ 02-3786-0795 - Email: lbs@kmac.co.kr"
IT/소프트웨어/게임,(방통위 주최) 2024년 위치정보 우수 비즈니스 모델 발굴 공모전 모집,방송통신위원회,2024년 7월 11일(목) ~ 2024년 8월 14일(수),정보 없음,970,0,0,https://cf-cpi.campuspick.com/activity/1721370625463312_thumb.jpg,https://www.campuspick.com/contest/view?id=26440,"20,000,000원","■ 목적 - 위치정보를 활용한 창의적인 차세대 위치기반 서비스 발굴 및 사업화 지원을 통해 기업가치 향상 및 위치정보 산업 활성화에 기여   ■ 대상 - 위치정보를 활용한 위치기반 서비스의 아이디어·사업화 단계의 사업자 및 기획·개발단계 스타트업 (45개 팀)  o 아이디어 분야 온?오프라인에서 구현 가능하고 현재 상용화 되지 않은 창의적인 위치기반 서비스 / 상품 비즈니스 모델 아이디어  o 사업화 지원 분야 온?오프라인에서 구현 가능한 위치기반 서비스/상품에 대한 아이디어가 실제 사업단계에 이른 비즈니스 모델 (시제품 보유)  ※ 2차 발표심사 시, 발표자는 시제품(prototype) 시연 또는 상품/서비스 소개 성격의 1분 내외 영상을 발표에 포함시켜야 함   ■ 공모기간 - 2024년 7월 11일 ~ 2024년 8월 14일, 18:00까지(마감시간 이후 접수 불가)   ■ 참가자격 및 분야 - 스타트업 등 공모전에 관심 있는 누구나 참여가능  1) 아이디어 : 청년(34세 이하) 개인 또는 팀 ※ 공고일 기준 응모자 명의의 위치정보/위치기반사업체 등을 보유하고 있지 않은 자  2) 사업화 지원 : 상용화?사업화 단계의 중소?영세사업자 ※ 위치정보/위치기반서비스 사업자 또는 위치정보 활용 서비스를 준비 중인 사업자 (위치정보 관련 미등록?미신고 사업자)  ☞ (참여제한) ?공정거래법?에 따라 상호출자제한기업집단(대기업)으로 지정된 사업자   ■ 추진 절차 및 일정 (수상 후보작의 최종 결과 발표는 시상식에서 공개)  접수(7.11~8.14) ▶ 서류심사(8월) ▶ 발표심사(8월) ▶ 수상 후보작 공개검증(8월) ▶ 사업화 지원(9월~12월) ▶ 최종심의(11월) ▶ 시상식(12월)   ■ 접수 방법  ① 공모전 누리집(www.korealbs.or.kr) 내 메인 페이지에서 '공모전' 배너 클릭 ② '모집요강' 페이지에서 모집요강 및 제출서류 다운로드 ③ 서류 작성 및 제출 (제출처 : lbs@kmac.co.kr)   ■ 문의처  『2024 위치정보 우수 비즈니스 모델 발굴 공모전』 운영 사무국  - ☎ 02-3786-0795 - Email: lbs@kmac.co.kr"
IT/소프트웨어/게임,??2000만원 상금의 XRPL해커톤 주인공이 될 웹3 루키를 찾습니다!,XRPL 코리아,2024년 7월 15일(월) ~ 2024년 8월 31일(토),정보 없음,"2,324",0,0,https://cf-cpi.campuspick.com/activity/1721298335244266_thumb.jpg,https://www.campuspick.com/contest/view?id=26434,"5,500,000원","??[XRPL 해커톤] 총 상금 2000만원의 주인공이 될 웹3 루키를 찾습니다!??  해커톤 + 엑셀러레이팅 기회! 총 상금 2000만원! WEB 3.0에 관심 있는 대학(원)생 여러분들을 XRPL 해커톤에 초대합니다! 비트코인, 이더리움과 함께 암호화폐 3대장인 XRPL의 해커톤에 참여하고 8000억 펀드의 주인공이 되세요!  ?? 분야 및 상금 (총 2000만원 규모)  Track 1 : 금융/dAPP 서비스 4000 USDT (한화 약 550만원)  Track 2 : 블록체인 인프라 4000 USDT (한화 약 550만원)  Track 3 : 게임/소셜 파이 3000 USDT (한화 약 410만원)  Track 4 : 스마트컨트랙트 3000 USDT (한화 약 410만원)  ?? 해커톤 개요  참여 대상: WEB 3.0에 관심 있는 대학(원)생  해커톤 일정 :  ? 7/15 ~ 8/31 : XRPL 해커톤 제출기한  ? 7/31 : XRPL 해커톤 사전 교육  ? 8/31 ~ 9/1 : XRPL 해커톤 본선  ? 9/4 : 우승자 무대 (VC 대상 피칭)  ?? 참여 방법  1. 참가 신청 : https://lu.ma/1viq6evg 2. 프로젝트 제출 ※ 참가 신청 완료 시 별도 가이드라인 제공 3. 해커톤 본선 참여 (오프라인 필수참석)  자세한 확인은 ??????  홈페이지: https://hackathon.xrplkorea.org/  XRPL은 리플이 시작한 블록체인 생태계로, SBI, 아메리칸 익스프레스 등 약 40개국의 300개 금융기관과 파트너쉽을 맺고 있습니다. 최근 웹3 창업가 지원을 위해 10억 XRP(약 8000억원) 규모의 펀드를 조성하였으며, 해커톤 이후 우수 팀에게 엑셀러레이팅을 지원할 예정입니다.  이번 XRPL 해커톤을 통해 자신의 창업을 시작할 수 있는 기회를 잡으세요!  #XRPL해커톤 #XRP #리플 #XRPL #해커톤 #대학생 해커톤 #엑셀러레이팅 #비트코인 #이더리움 #웹3 #총상금 #2000만원 #8000억펀드투자"
IT/소프트웨어/게임,디지털 심화쟁점 논문 공모전,과학기술정보통신부,2024년 7월 17일(수) ~ 2024년 9월 19일(목),정보 없음,"2,245",0,0,https://cf-cpi.campuspick.com/activity/1721199043201430_thumb.jpg,https://www.campuspick.com/contest/view?id=26424,"3,000,000원",? 과학기술정보통신부 공고 제2024-0781호 과학기술정보통신부(주최)와 한국정보방송통신대연합은 디지털 심화시대에 발생하는 다양한 쟁점 해소를 위한 정책 방안을 마련하기 위해 「디지털 심화쟁점 논문 공모전」을 개최하오니 많은 관심과 참여를 부탁드립니다.  2024년 7월 17일 과학기술정보통신부 장관 한국정보방송통신대연합 회장
IT/소프트웨어/게임,디지털 심화쟁점 토론대회(기한연장),과학기술정보통신부,2024년 7월 17일(수) ~ 2024년 8월 25일(일),정보 없음,"2,045",0,0,https://cf-cpi.campuspick.com/activity/1723781120842310_thumb.jpg,https://www.campuspick.com/contest/view?id=26423,"3,000,000원",● 참가 자격 - 중등부 : 중학교에 재학중이거나 2009년생부터 2011년생에 해당하는 자 - 고등부 : 고등학교에 재학중이거나 2006년생부터 2008년생에 해당하는 자 - 대학(원)생부 : 대학교 및 대학원 재학 또는 휴학중인 자  ● 공모 주제 디지털 심화쟁점 핵심과제 8개 쟁점에 해당하는 세부 주제(자세한 내용 디지털 공론장(beingdigital.kr) 홈페이지 접속 후 신청서식 참고)  ● 공모 일정 - 공고 및 접수 : 2024.8.25(일)까지 - 예선 발표 : 8월 말 (서면심사) - 8강 : 9월 첫째주 (온라인토론) - 4강 : 10월 둘째주 (현장토론) - 결승 및 시상식 : 10월 셋째주 (현장토론) ※ 상기 일정은 진행상황에 따라 변경될 수 있음  ● 시상 내역 ㅇ 중등부 - 과학기술정보통신부장관상 : 100만원 (1팀) - 한국지능정보사회진흥원장상 : 50만원(1팀) - 한국정보방송통신대연합회장상 : 30만원(2팀)  ㅇ 고등부 - 과학기술정보통신부장관상 : 100만원 (1팀) - 한국지능정보사회진흥원장상 : 50만원(1팀) - 한국정보방송통신대연합회장상 : 30만원(2팀)  ㅇ 대학(원)생부 - 과학기술정보통신부장관상 : 300만원 (1팀) - 한국지능정보사회진흥원장상 : 200만원(1팀) - 한국정보방송통신대연합회장상 : 100만원(2팀)  ● 접수 방법 디지털 공론장(beingdigital.kr) 홈페이지 접수  ● 문의 사항 한국정보방송통신대연합 디지털정책협력본부(02-2132-2085)
IT/소프트웨어/게임,2024년 ICT/SW 여성 창업 공모전,과학기술정보통신부,2024년 7월 15일(월) ~ 2024년 9월 13일(금),정보 없음,"3,864",0,2,https://cf-cpi.campuspick.com/activity/1721096340709660_thumb.jpg,https://www.campuspick.com/contest/view?id=26403,"2,000,000원","2024년 ICT/SW 여성 창업 공모전  ● 공모 주제 - ICT/SW 분야 사업 아이템 또는 아이디어(자유주제)  ● 공모 내용 - ICT/SW 분야 창업을 희망하는 여성의 창업계획 및 창업 아이템 공모를 통해 최우수 아이디어를 선정하고, 최우수 아이디어 선정팀에 대해 멘토 연계 지원을 통한 창업 교육 및 컨설팅을 제공하여 여성 기술 창업 활성화를 지원합니다.  ● 참가 자격 - ICT/SW 분야 창업에 관심있는 예비창업자 누구나! - 국적이 대한민국인 자로서 고등학생, 대학생, 일반인 예비여성창업자(팀) 등 - 1인(팀)당 최대 3개의 아이디어까지 신청 가능 ※ 개인 응모 참여 가능하며, 이 경우 반드시 여성만 신청 가능 ※ 팀 구성원 개인 응모도 가능 (단, 전혀 다른 새로운 아이디어 제출만 가능) - 팀 구성은 최대 10명으로 제한하며, 1팀당 여성 50% 이상 참여 ※ 단, 팀 대표는 반드시 여성으로 제한 - 공모일 현재 사업자등록이 되어있는 경우, 참가 대상에서 제외 ※ 단, 등록된 사업자와 무관한 전혀 다른 분야, 서비스, 상품에 관해 신청하는 경우 참가 가능 - 공모일 현재 상용화된 서비스, 제품으로 신청한 경우 평가 대상에서 제외  ● 공모 일정 - 모집공고(7/15~9/13) - 서류심사(9/25~27) - 서류심사·결과발표(10/1) - 발표평가(10/8) - 결과발표(10/24) - 시상식(12/5) ※ 상기 일정은 내부 사정에 따라 변동될 수 있음  ● 모집 기간 - 2024년 7월 15일(월) ~ 9월 13일(금) 18:00까지 ※ 접수 방법 및 제출서류는 첨부파일 참고  ● 시상 규모 - 대상(1팀) : 200만원(과학기술정보통신부 장관상, 창업 멘토 지원) - 최우수상(2팀) : 100만원(정보통신산업진흥원장상) - 우수상(3팀) : 50만원(IT여성기업인협회장상) - 장려상(4팀) : IT여성기업인협회장상  ● 접수 방법 - 공모전 홈페이지(https://www.wictstartup.com)에서 접수  ● 문의처 - 문의사항 : 공식 홈페이지(https://www.wictstartup.com) Q&A 게시판 활용 권장 - 담당자 : 이효원 부장 - 연락처 : 02-587-5205 - 이메일 : wictstartup@kibwa.org"
IT/소프트웨어/게임,2024년 자율주행 인공지능 알고리즘 개발 챌린지,엠데이터싱크,2024년 7월 15일(월) ~ 2024년 7월 26일(금),정보 없음,"2,018",0,0,https://cf-cpi.campuspick.com/activity/1720778873216957_thumb.jpg,https://www.campuspick.com/contest/view?id=26375,"2,000,000원","한국교통안전공단 ‘자율주행 공개데이터셋’을 활용하여 카메라/라이다 기반 자율주행 알고리즘 개발에 도전해보세요!   ● 공모주제 - 자율주행 학습용 데이터를 활용하여 다음 중 1개 이상의 자율주행 AI 모델 개발 -2D Object Detection -3D Object Detection -2D Semantic Segmentation ※ 각 모델 개발 부문에 중복 또는 개별 참여 가능  ● 참가대상 - 자율주행 AI 알고리즘 개발에 대한 이해가 있는 누구나 - 개인 또는 팀을 구성하여 참가 가능 ※ 동일인이 개인 또는 복수의 팀으로 중복 신청 불가  ● 참가신청 기간 - 2024년 7월 15일 ~ 7월 26일  ● 참가방법 1차 참가 신청(홈페이지) : ~7월 26일까지 2차 코드 제출(이메일) : ~8월 19일까지  ● 대회절차 - 참가신청 ▶ AI 알고리즘 개발 ▶ 코드제출 ▶ 심사 및 시상  ● 평가방식 - 예선 : '알고리즘 설명서' 서면 평가 - 본선 : 상위 팀 대상 전문가 집단에 의한 코드 분석 결과  ● 제출형식 - 개발한 AI 모델에 대한 '알고리즘 설명서' PPT 문서 작성 - 코드 파일 (.py 또는 .ipynb 형식) ※ 대회절차나 방식에 대한 자세한 내용은 ‘상세안내’ 페이지 참조  ● 시상 내용 - 총 상금 1,050만원 - 부문별 각 3팀 시상(최우수상 1팀 200만원, 우수상 1팀 100만원, 장려상 1팀 50만원) ※ 중복 수상 가능 (ex. 1개 팀이 2D 및 3D Object Detection 부문에서 각각 동시 수상 가능) ※ 제세공과금 수상자 본인 부담   ● 시상식 일정 - 수상팀에 한하여 별도 공지 예정   ● 문의사항 - 문의처 : 공모전 홈페이지 Q&A / e-mail : challenge@datasync.ai"
