카테고리,제목,주최,조회수,D-day,접수기간,팀원 모집,댓글 수,포스터,상세 링크,상세 내용
기자단,도봉구 구민 홍보모델 모집,도봉구청,714,정보 없음,1월 23일(목) ~ 2월 12일(수),0,0,https://cf-cpi.campuspick.com/activity/1737613723687441.jpg,https://www.campuspick.com/activity/view?id=27739,"서울특별시 도봉구에서는 구를 대표할 구민기자단(홍보모델)을 모집합니다. 구민 여러분의 많은 관심과 참여 부탁드립니다.  ○ 모집기간: 2025. 1. 23.(목) ~2. 12.(수) ○ 모집인원: 8명 이내 ○ 모집분야: 모델 ○ 활동내용: 구정 홍보를 위한 각종 매체(소식지, SNS 등) 모델 등 ○ 지원자격: 도봉구민 또는 도봉구 소재 직장인, 초·중·고·대학생 ○ 접수방법: 제출서류 이메일 접수 - 이메일: khy0820@dobong.go.kr ○ 활동혜택: 구민기자단 활동 시 소정의 활동비 지급 ○ 제출서류 - 지원 신청서(개인정보 수집 활용 동의서 포함) 1부 - 자기소개 영상 1편(자기소개를 포함한 약 30초 이내 분량 영상 제출) - 신청서 등 양식은 도봉구청 홈페이지>열린행정>알림마당>행사/모집에서 다운로드 ○ 문 의: 도봉구청 홍보정책과 (☎02-2091-2903)"
기자단,한국장애인고용공단 KEAD 내꿈내일 기자단 12기 모집,한국장애인고용공단,982,정보 없음,1월 23일(목) ~ 2월 16일(일),0,0,https://cf-cpi.campuspick.com/activity/1737611648309869.jpg,https://www.campuspick.com/activity/view?id=27738,정보 없음
기자단,서울YMCA 대학생자원지도자 Y-gurt 13기 모집,서울YMCA,"4,377",정보 없음,1월 22일(수) ~ 2월 3일(월),0,0,https://cf-cpi.campuspick.com/activity/1737523680996645.jpg,https://www.campuspick.com/activity/view?id=27726,정보 없음
기자단,서울YMCA 대학생 자원지도자 13기 모집,서울YMCA,"3,350",정보 없음,1월 14일(화) ~ 2월 3일(월),0,0,https://cf-cpi.campuspick.com/activity/1737612171242216.jpg,https://www.campuspick.com/activity/view?id=27717,정보 없음
기자단,제2기 국가유산청 대학생기자단 모집,국가유산청,"2,102",정보 없음,1월 15일(수) ~ 1월 31일(금),0,2,https://cf-cpi.campuspick.com/activity/1737416745349680.jpg,https://www.campuspick.com/activity/view?id=27710,정보 없음
기자단,크로노웨이 서포터즈 [러브's] 1기 모집,크로노웨이,"2,366",정보 없음,1월 15일(수) ~ 2월 16일(일),0,0,https://cf-cpi.campuspick.com/activity/1736838567400722.jpg,https://www.campuspick.com/activity/view?id=27647,정보 없음
기자단,금융감독원,금융감독원,"2,211",정보 없음,1월 2일(목) ~ 1월 19일(일),0,0,https://cf-cpi.campuspick.com/activity/1736764341478667.jpg,https://www.campuspick.com/activity/view?id=27633,"안녕하세요! 2025년을 맞이하여 금융감독원 대학생 기자단 제23기를 모집합니다!!  금융감독원은 대학생 기자단 운영을 통해 유용한 금융정보를 보다 재미있고 알기 쉽게 전달하는 동시에, 대학생 기자단에게는 다양한 금융교육의 기회를 제공하고 있습니다. 앞으로 1년 동안 금융감독원의 홍보대사로서 활동할 대학생 여러분들의 많은 관심과 참여 부탁드립니다.  금융감독원 대학생 기자단은 15명 내외로 선발하며, 25년 2월부터 1년 동안 활동하게 됩니다. 다만, 1년이라는 다소 긴 활동기간을 고려하여 꾸준히 활동이 가능해야 하는데요, 그래서 현재 다른 정부부처, 공공기관, 금융기관 기자단이나 인턴 등으로 활동 중인 경우 선발에서 제외하고 있습니다. 또한, 대학생 기자단 선발 이후 중복 활동을 하는 경우 수료가 어려울 수 있으니 유의하여 주시기 바랍니다.  대학생기자단은 금융감독원 주요 보도자료를 바탕으로 공식 블로그에 기사를 작성하고 있습니다. 이렇게 작성한 기사 중 일부는 매주 '네이버 메인 화면'에 노출하고 있습니다. 그리고, 대학생 기자단은 유용한 금융꿀팁이나 금융정보를 다양한 영상으로 제작하고 있습니다. 특히, 제작 과정에서 금융감독원 실무직원과의 인터뷰 기회도 마련하고 있습니다. 이 외에도, 금융감독원에서 진행하는 행사에 직접 참여하여 취재할 수 있는 경험을 쌓을 수 있습니다.  활동 기간 동안 매월 제작한 콘텐츠에 대해 소정의 원고료를, 영상 제작이나 행사 취재 등의 경우 별도의 활동비를, 매월 2명의 기자를 '이달의 기자'로 선정하여 소정의 포상금을 지급하고 있습니다. 그리고, 활동 종료 후에는 우수활동자를 선정하여, 금융감독원장 명의의 상장(포상)을 수여하고 있습니다. 물론 1년 동안 성실하게 활동을 마친 모든 기자에게 금융감독원장 명의의 수료증을 발급합니다. 이 외에도 오리엔테이션을 비롯하여, 매 분기별 기획회의, 금융감독원 직원과의 멘토링 활동 등도 마련되어 있습니다.  자세한 내용은 금융감독원 네이버 블로그 게시글을 확인해주세요! - https://blog.naver.com/fss2009/223712280115"
기자단,언더스탠드에비뉴 <ESG 크리에이터 소셜링커 4기> 모집,언더스탠드에비뉴,"1,170",정보 없음,1월 6일(월) ~ 1월 31일(금),0,1,https://cf-cpi.campuspick.com/activity/1736736858719472.jpg,https://www.campuspick.com/activity/view?id=27621,정보 없음
기자단,[시립보라매청소년센터] 2025년 청소년미디어홍보단-다맛푸른누리 신규단원,시립보라매청소년센터,430,정보 없음,1월 10일(금) ~ 2월 4일(화),0,0,https://cf-cpi.campuspick.com/activity/1736490973208594.jpg,https://www.campuspick.com/activity/view?id=27609,정보 없음
기자단,[영썬] 해맑음 서포터즈 1기 모집,영썬,"3,529",정보 없음,1월 13일(월) ~ 1월 26일(일),0,14,https://cf-cpi.campuspick.com/activity/1736426137543766.jpg,https://www.campuspick.com/activity/view?id=27599,"? 시니어 사업 최초 서포터즈 모집 ?? 활동비 및 우수 활동자 포상 제공  ?? 영썬이란?  영썬(YoungSun)은 시니어 세대를 위한 큐레이션 서비스로, 다양한 분야의 정보와 콘텐츠를 제공하여 시니어 세대의 삶의 질을 높이는 것을 목표로 합니다.   <영썬 해맑음 서포터즈 1기>  ?? 지원 자격 ?? 대학생 누구나 (재/휴학 무관)  ?? 우대 사항 ?? 시니어 사업에 관심이 있는 사람 ?? SNS를 운영하는 사람 ?? 스타트업/창업에 관심이 있는 사람  ?? 모집 기간 ?? 2025.1.13(월) ~ 1.26(일)  ?? 서류 전형 합격자 발표 ?? 2025.2.3(월)  ?? 발대식 ?? 2월 8일(토요일) 오후 2시  ?? 활동 내용 ?? 영썬 서비스 기획 아이디어 제공 ?? 영썬 서비스 체험 및 홍보 (콘텐츠 제작) - 활동 내용은 대내외 사정으로 인해 변동될 수 있습니다.  ?? 활동 혜택 ?? 월 개인 활동비 지급 ?? 우수활동자 특별 포상 ?? 선택 미션 참여자 기프티콘 제공 ?? 수료 조건 충족 시 공식 수료증 수여  ?? 지원 방법 ?? 공고 내 구글폼 작성 후 제출 링크: https://forms.gle/vbh3CSgjyf9V5v9E8  ?? 문의 사항 ?? contact@youngsun.kr"
기자단,[서초구vc]홍보기자단 착한안테나 14기 모집(~2/6까지),서초구자원봉사센터,543,정보 없음,1월 7일(화) ~ 2월 6일(목),0,0,https://cf-cpi.campuspick.com/activity/1736303621312380.jpg,https://www.campuspick.com/activity/view?id=27580,정보 없음
기자단,외교부 서포터스 26기 모파랑 모집,외교부,"5,749",정보 없음,1월 6일(월) ~ 1월 19일(일),0,1,https://cf-cpi.campuspick.com/activity/1736217873337815.jpg,https://www.campuspick.com/activity/view?id=27564,"외교부 서포터스 26기 모파랑 모집  ● 모집기간 및 일정 - 모집기간 : 2025. 1. 6.(월) ∼ 1 . 19. (일) - 서류 합격자 발표 : 2025. 2. 5.(수) / 개별 통보 - 면접심사 : 2025. 2. 7.(금) - 최종 합격자 발표 : 2025. 2. 12. (수) - 발대식 : 2025. 2. 28. (금)   ● 모집인원 : 35명   ● 지원자격 - 외교부와 SNS 콘텐츠 제작에 관심이 많은 청년 - SNS(블로그, 페이스북, 인스타그램) 및 유튜브 활동이 활발한 사람 - 적극적으로 취재활동에 참여 가능한 사람 - 글쓰기, 카드뉴스 제작, 영상 편집 등에 흥미가 있고 잘하는 사람 - 6개월간('25년 3월 ~ 8월) 성실하고 책임감 있게 활동할 수 있는 사람   ● 신청방법 및 문의 - 외교부 서포터스 블로그 확인 및 모집 네이버폼 응답하여 제출 ※ 사전미션 수행 필수 - 문의사항 : desk@commontouch.co.kr / 02-6327-0118   ● 활동혜택 - 기자증, 활동비 및 취재비 등 지급 - 활동 수료 시 수료증 지급 - 월별 우수 활동자 선정 - 외교부 주최 · 후원 등 다양한 행사 참석 및 취재 기회 제공 ▼모파랑 블로그 바로가기▼ - https://blog.naver.com/mofakr/223715954898 ▼모집 네이버 폼 바로가기▼ - https://naver.me/5duEOfPP"
기자단,2025년 보라매 청소년운영위원회 청출어람 23기 신규위원 모집,시립보라매청소년센터,954,정보 없음,1월 3일(금) ~ 1월 18일(토),0,0,https://cf-cpi.campuspick.com/activity/1735888914999924.jpg,https://www.campuspick.com/activity/view?id=27543,정보 없음
기자단,대한적십자사 대학생방송국 RBS 14기 모집,대한적십자사,"4,946",정보 없음,1월 2일(목) ~ 1월 17일(금),0,25,https://cf-cpi.campuspick.com/activity/1735802966541947.jpg,https://www.campuspick.com/activity/view?id=27536,정보 없음
기자단,??대학생신재생에너지기자단 27기 단원 모집??,대학생신재생에너지기자단,691,정보 없음,2024년 12월 23일(월) ~ 1월 3일(금),0,0,https://cf-cpi.campuspick.com/activity/1735716287538810.jpg,https://www.campuspick.com/activity/view?id=27525,"??대학생신재생에너지기자단 27기 단원 모집??  안녕하세요. 신재생에너지 분야 국내 유일 비영리 네트워크, 대학생신재생에너지기자단입니다.  2025년 2월부터 1년 동안 우리 기자단과 함께 할 27기 기자단원을 모집합니다. 책임감과 열정이 있는 대학(원)생이라면 지역, 전공, 연령 상관없이 누구나 가능합니다. 함께 값진 가치를 나눌 여러분을 환영합니다.  ?? 지원 자격 - 지역,전공,연령 상관없이 신재생에너지에 관심과 열정이 가득한 대학(원)생 - 지속가능한 기술 및 태양광, 지열, 풍력, 이차전지, 전기차, ESS, 스마트그리드, 환경 및 기후위기 등에 대한 관심이 많은 대학(원)생 누구나 - 활동에 책임감을 가지고 주체적이고 열정적으로 활동할 대학(원)생 누구나 - 기자단원으로서 함께 즐길 줄 아는 대학(원)생 누구나 - ??1년 간 첫 워크숍을 제외하고 6회 이상 오프라인 워크숍 참여가 가능한 대학(원)생 누구나 (서울에서 진행)  ?? 활동 내용과 혜택 - 매달 다양한 주제의 기사 1건 작성 및 내부 투표 후 환경일보 기고 - 매달 넷째 주 토요일 워크숍 진행(합격자 연간일정 공유) - 내부 부서 활동(소모임, 스터디, OB-YB 연합행사 등) - 국제그린에너지엑스포, ENTECH 등 부스참가 및 기타 에너지박람회 참여 기회 - 다양한 에너지 관련 박람회, 컨퍼런스, 학회 취재 및 현장인터뷰 진행, 취재 기사 작성 - 주체적으로 활동하며 지속가능가치를 추구하는 네트워크 형성 및 제공 - 우수 활동 단원 수료증 및 상품 제공  ?? 모집 일정 - [서류접수] 2024.12.23(월) ~ 2025.01.03(금) 23:59 - [1차 합격자 발표] 2025.01.08(수) 오전 10시 홈페이지 (대신기 공식 티스토리) 게시 - [1차 합격자 면접] 2025.01.11(토)~2025.01.12(일) 중 배정, 대면 면접(서울) - [최종 합격자 발표] 2025.01.15(수) 오전 10시 홈페이지 (대신기 공식 티스토리) 게시 - [합격자 OT] 2025.01.19(일) 온라인 진행 예정, 자세한 내용 합격자에게 추후 공지(기자단 소개 및 기사작성법 공지) - [첫 워크숍] 2025.02.22(토), 필참  ?? 접수 방법 - https://renewableenergyfollowers.org/ 접속 후 공지사항 배너 -> 첨부된 서류 작성 후 ref2023ref@gmail.com으로 지원서 제출 (대신기 공식 티스토리 공지사항에 지원서 파일이 첨부되어 있습니다.)  ?? 유의 사항(기타 사항) - 활동 기간은 1년입니다.  ?? 문의 사항 - 문의사항은 대신기공식메일 ref2023ref@gmail.com 또는 인스타그램 @ref_stagram으로 문의하시면 됩니다!  모집 관련 자세한 사항은 https://renewableenergyfollowers.org/ 에서 확인가능합니다??"
기자단,[공공기관] 2025년 서초스마트유스센터 신규 동아리원 모집,서초스마트유스센터,"5,132",정보 없음,2024년 12월 27일(금) ~ 2월 12일(수),0,0,https://cf-cpi.campuspick.com/activity/1735440245818601.jpg,https://www.campuspick.com/activity/view?id=27511,"??[공공기관] 2025년 서초스마트유스센터 신규 동아리원 모집??  알찬 대외활동을 경험하고 싶은 대학생들 여기여기 모여라~ ??  안녕하세요! 서초스마트유스센터입니다?? 여러분의 소중한 1년을 알차게 보내실 수 있도록 다양한 분야에서 대학생 동아리원을 모집하고 있습니다!  2025년 올 한 해를 뜻 깊고 의미 있는 시간으로 가득 채우고 싶은 여러분 모두 환영합니다 :)  신청 전 포스터 속 상세 안내와 일정을 꼭 확인 부탁드립니다!  ?? 모집대상 - 누구보다 열심히 알차게 보낼 수 있는 만 19~24세 대학생 및 청년이라면 누구나! ** 연령 제한: 본 활동은 후기청소년을 대상으로 모집하고 있어, 2006년생부터 2000년생까지 가능합니다.  ?? 모집일정: -접수마감: ~2025.2.12.(수)까지 -합격 발표: 2025.2.19.(수) 예정 * 동아리별 모집 상황에 따라 면접이 진행될 수 있습니다.(담당자 별도 연락)  ?? 일정안내 - OT 및 환영회: 2025.3.8.(토) 혹은 2025.3.15.(토) - 발대식: 2025.3.22.(토) *필수 참석 ?? 지원방법: 구글폼 지원서 작성(https://forms.gle/4R5RXqAQWi7QZugj8)  ?? 활동혜택: 회비 무료, 활동에 필요한 물품/간식 지원, 봉사시간 지급, 우수 봉사자 시상, 활동 수료증 발급, 청소년 활동 실무 경험 등  ?? 서초스마트유스센터 인스타그램: https://www.instagram.com/seochoyouthcenter/  ?? 문의연락: 02-3486-1318"
기자단,2025년 병무청 청춘예찬 기자단 공개모집,병무청,"2,061",정보 없음,2024년 12월 23일(월) ~ 1월 12일(일),0,0,https://cf-cpi.campuspick.com/activity/1735003146307953.jpg,https://www.campuspick.com/activity/view?id=27480,"안녕하세요! 병무청에서 제17기 청춘예찬 기자단을 모집합니다! 많은 지원 부탁드립니다~!    ? 모집대상 및 지원자격  - 일반기자(00명) : 글과 사진 또는 카드뉴스 형식의 기사 작성 및 콘텐츠 제작이 가능한 사람 - 영상기자(00명) :영상 콘텐츠 제작 경험이 있는 사람 ※ 공통 자격요건 : 병무행정에 관심이 많은 사람으로서 활동연도 기준 17세 이상(2008년생)의 국민 * 선발우대 : 개인 SNS 운영자, 타기관 기자단 경험자, 사진(영상) 촬영 및 카드뉴스 제작 우수자 / 영상기자의 경우 인포그래픽 가능자   ? 접수기간 2024. 12. 23. ~ 2025. 1. 12.   ? 활동기간 2025. 2. 1 ~ 2025. 11. 30   ?결과발표(예정) 2025년 1월 24일(금) 병무청 누리집 및 네이버 블로그 공지사항 * 지원서, 포트폴리오 등 내용이 사실과 다를 경우 선발 취소    ? 주요 임무 - 병무정책 중심의 콘텐츠(기사) 발굴 - 본청·지방청 병무행정 현장취재 및 확산 홍보 - 블로그, SNS 등 커뮤니티 활용 홍보 등   ? 지원 및 혜택 - 주요 임무 기준 충족 시 소정의 활동비 지원 * 추가혜택 : 활동 우수자 추가 인센티브 지급 - 우수활동 기자 병무청장 표창 수여 - 위촉장·수료증, 기자증 발급, 명함 제작 등   ? 접수방법 - 인터넷 전자우편(happy12964@korea.kr) * 지원서는 병무청 누리집(http://www.mma.go.kr) 공지사항 또는 블로그(https://blog.naver.com/mma9090)에서 다운로드 후 작성   ? 문의 병무청 대변인실(042-481-2706~7)"
기자단,한국심장재단 대학생기자단 8기 모집,한국심장재단,"3,514",정보 없음,2024년 12월 23일(월) ~ 1월 13일(월),0,1,https://cf-cpi.campuspick.com/activity/1734924599604796.jpg,https://www.campuspick.com/activity/view?id=27468,정보 없음
기자단,[한국경제신문] 한경잡앤조이 22기 대학생 기자단(~12/29),한국경제매거진,"3,705",정보 없음,2024년 12월 13일(금) ~ 2024년 12월 29일(일),0,1,https://cf-cpi.campuspick.com/activity/1734101150949254.jpg,https://www.campuspick.com/activity/view?id=27441,"한국경제매거진 / 한경잡앤조이 22기 대학생 기자단  기자가 될 수 있는 최고의 대외활동. 한국경제신문이 만드는 <한경잡앤조이>가 22기 대학생 기자단을 모집합니다. 기자단은 취업 및 창업 등 20대가 필요로 하는 정보를 취재합니다.  모집 기간 : 2024년 12월 13일(금) ~ 2024년 12월 29일(일) 모집 대상 : 대학생 (휴학생 및 입학 예정자 포함) 활동 기간 : 2025년 1월 ~ 2025년 6월 (6개월)  활동 혜택 현직 기자 특강(취재, 편집, 사진 등) 기자 인터뷰 동행 활동 종료 시 우수활동자 선정 및 시상 원고 채택 시 소정의 원고료 지급  지원하는 방법 ① 아래 링크 지원서 다운로드 https://www.hankyung.com/pdsdata/contentfile/10/10_31.docx  ② 지원서 메일 jobnjoy@hankyung.com로 접수  *매월 첫주 월요일 오후 4시 본사(충정로) 정기회의 참석  *서류 합격자는 개별 연락을 통해 전달합니다.  *기타 문의 사항은 jobnjoy@hankyung.com로 부탁드립니다."
기자단,[??한국환경공단 푸루美 14기 모집??],한국환경공단,"2,806",정보 없음,2024년 12월 2일(월) ~ 2024년 12월 25일(수),0,2,https://cf-cpi.campuspick.com/activity/1734072733649699.jpg,https://www.campuspick.com/activity/view?id=27436,"안녕하세요, 한국환경공단 입니다~ 대학생 여러분들이 기다리시고 계시던 소식이 있어서 이렇게 들고 왔습니다!  그것은 바로~ ?? 한국환경공단 대학생 기자단 푸루美 14기를 모집한다는 소식입니다~  한국환경공단과 함께 환경보전 실천의식을 알리고 환경을 사랑하는 대학생 및 휴학생 여러분들의 많은 관심 부탁드립니다~  ?지원자격 - 개인 블로그나 SNS 계정을 소유하고, 기사작성 및 홍보활동이 가능한 자 - 영상, 카드 뉴스 등의 다양한 콘텐츠 제작 및 포스팅에 흥미가 있는 자 - 한국환경공단에 관심이 있고, 환경사랑을 실천하는 자 - 10개월 동안 성실히 활동이 가능한 자   ?접수기간 2024.12.2.(월) ~ 12.25(수)   ?모집일정 ::1차 서류심사 발표:: 2024.12.31.(화)  ::2차 면접심사:: 2025.1.6.(월)  ::최종 합격자 발표:: 2025.1.8.(수)  *모집 일정은 변동될 수 있습니다.  ?모집대상 재학 중인 대학생 및 휴학생   ?모집인원 30명   ?활동기간 2025년 2월~11월(10개월)   ?활동내용 - 공단 블로그 및 개인 블로그 기사 작성 - 환경 캠페인, 재능기부, 사회공헌활동 등 - 월별 온·오프라인 미션활동 수행   ?활동혜택 - 활동 우수자 한국환경공단 이사장 명의 상장 지급 - 다양한 환경 캠페인 및 각종 환경 전시회 취재 기회 부여 - 공단 신입 직원들과 함께하는 취업 멘토링 실시 - 공단 공식 블로그·SNS에 우수 콘텐츠 게시 - 대학생 기자단 위촉장 및 명함 지급 - 매월 활동비 및 교통비 지급(교통비는 오프라인 행사 참석 시 지급)   ?지원방법 - https://blog.naver.com/kecoprumy/223679613791 링크로 접속! - 접속하신 블로그에서 지원서를 다운로드하여 작성한 후, ?? cmj@kanmedia.co.kr 이메일 접수  - 제출 시 파일명은 ‘대학생 기자단 14기_성명.hwp’로 제출 - 포트폴리오는 ‘성명_포트폴리오.hwp’로 제출"
기자단,SK Careers Editor 21기 모집(~25.1.05),SK그룹,"7,226",정보 없음,2024년 12월 16일(월) ~ 1월 5일(일),0,11,https://cf-cpi.campuspick.com/activity/173397250770496.jpg,https://www.campuspick.com/activity/view?id=27418,정보 없음
기자단,삼아사랑대학생 온라인 홍보단 3기 모집,(주)삼아인터내셔날,"1,483",정보 없음,2024년 12월 9일(월) ~ 2024년 12월 22일(일),1,1,https://cf-cpi.campuspick.com/activity/1733723082295114.jpg,https://www.campuspick.com/activity/view?id=27397,"소비자들이 안심하고 먹을 수 있는 과자를 만드는 회사, ㈜삼아인터내셔날에서 과자를 좋아하고 콘텐츠 기획과 제작에 관심이 많은 '삼아사랑 대학생 온라인 홍보단 3기'를 모집합니다!  ● 모집분야 : 숏폼 마케터 10팀, 블로그 마케터 10팀 (개인 단위로도 지원 가능, 팀 인원 수 제한 X)  ● 모집대상 : 과자를 좋아하는 전국의 대학교 재학생/휴학생(졸업예정자 가능)  ● 모집일정 : 1차 서류 접수 : ~ 2024.12.22.(일) 최종합격자 발표 : 2024.12.23.(월) 온라인 오리엔테이션 : 2024.12.24.(화) 10시/19시 중 선택 가능  ● 활동내용 - 숏폼 마케터 : 2주에 1개의 숏폼 영상 제작 - 블로그 마케터 : 1주에 1개의 게시글 작성 ※ 분량은 자유이며, 제작 일정은 담당자와의 협의를 통해 조정 가능합니다.  1. 정해진 기간 내에 제시된 주제로 콘텐츠를 자유 형식으로 기획/제작합니다. 2. 숏폼 마케터의 경우, 업로드 1주일 전에 콘텐츠 기획안을 작성하여 담당자와 피드백을 주고받습니다. 3. 피드백 내용을 바탕으로 콘텐츠를 제작하여 대표 SNS에 업로드합니다.  ● 활동장소 : 오리엔테이션, 수료식, 홍보단 활동 모두 온라인으로만 진행합니다. (카카오톡 & Zoom 화상회의 프로그램 활용)  ● 활동기간 : 2024.12.24.~2025.2.28.(약 2개월 반)  ● 활동혜택 : 홍보단원 모두에게 수료증 발급(활동 수료자에 한함), 홍보제품 무상 제공(판매가 약 15만원 상당), 활동분야별 최우수/우수 활동자 선정 시, 소정의 상품권과 '삼아사랑 대학생 온라인 홍보단 4기' 연장 가능 혜택이 있습니다.  ● 지원방법 : 지원서류 양식을 다운로드 받은 후, 작성하여 담당자 이메일로 제출하면 됩니다. (slovey3a@samah.co.kr) 사이트 내에서 첨부파일 다운로드가 되지 않는 지원자는 [블로그 '샘스랜드' 또는 삼아 홈페이지 공지사항]에서 지원서를 다운받을 수 있으며, 메일 제목은 '삼사대 온라인 홍보단 3기 지원-홍길동(대표자 이름)'으로 작성해주기 바랍니다.  ● 기타 1. '삼아사랑 대학생 온라인 홍보단 1, 2기’ 수료자는 서류 전형 자동 통과이므로, 지원서에 기본 인적사항만 작성해서 보내주시길 바랍니다. 2. 지원서 내 항목 외에 개인 포트폴리오, 수상내역, 활동내역 등은 필수 작성은 아닙니다. 하지만 본인이 어필하고 싶은 내용이 있다면 자유롭게 추가 제출해주셔도 됩니다.  ● 문의처 : slovey3a@samah.co.kr  ● 공지사항 : 온라인 오리엔테이션(12월 24일 zoom 예정) 불참 시, 자동 합격 취소됩니다. 사전 협의 없이 게시글을 업로드하지 않을 경우에는 수료증이 발급되지 않습니다.   ※ 공식 인스타그램 : @dal._.pick ※ 공식 블로그 : 샘스랜드 ※ 공식 유튜브 : @달픽(dal_Pick)"
기자단,[??서포터즈 추가 모집??] 국립해양과학관 해바라기 서포터즈 4기 추가,국립해양과학관,"1,915",정보 없음,2024년 11월 25일(월) ~ 2024년 11월 30일(토),0,0,https://cf-cpi.campuspick.com/activity/1732529224630549.jpg,https://www.campuspick.com/activity/view?id=27332,"[??서포터즈 추가 모집??] 국립해양과학관 해바라기 서포터즈 4기 추가 모집(~11.30)  여러분의 뜨거운 사랑과 성원에 국립해양과학관 해바라기 서포터즈 4기가 추가 모집을 진행합니다! ??  1차 모집에 지원하지 못해 아쉬웠던 분들은 지금 바로! 지원해주세요~  [국립해양과학관 서포터즈] ?? 해바라기 서포터즈 기자단 4기 모집  과학관과 함께 바다와 과학을 탐구해 나갈 기자단과 키즈단을 모집합니다!!  ?? 모집일정 2024년 11월 4일(월) ~ 11월 30일(토)  ?? 모집대상 전국 대학생 10명 전국 어린이 10명(초등학교 3학년~6학년)  ?? 활동주제 국립해양과학관 해바라기 서포터즈 기자단  ?? 활동기간 2024년 12월 ~ 2025년 5월(6개월간)  ?? 활동내용 국립해양과학관 관련 기사 및 콘텐츠 작성(4회) *발대식 및 해단식 참석 필수  ?? 활동혜택 기자단 임명장 발급 기자단 명찰 증정 기자단 수료증 발급 소정의 원고료 지급 * 우수활동자, 과학관장 표창 및 상품 지급  ?? 선발절차 온라인 지원서 > 서류발표 > 온라인 면접  ?? 지원방법 신청서&과제 작성 > 네이버 폼으로 신청 (자세한 사항 블로그 참고: https://blog.naver.com/kosm5000/223646468670)  ?? 심사발표 2024년 12월 5일(목) *선정된 서포터즈는 개별 연락이 진행됩니다.  ?? 문의사항 국립해양과학관 인스타그램 DM 국립해양과학관 공식 블로그 댓글"
기자단,2025년 기획재정부 18기 대학생 소셜미디어 기자단 모집,기획재정부,"3,666",정보 없음,2024년 11월 12일(화) ~ 2024년 12월 1일(일),0,0,https://cf-cpi.campuspick.com/activity/1731910840065470.jpg,https://www.campuspick.com/activity/view?id=27297,정보 없음
기자단,2025년 제19기 여성가족부 정책기자단,여성가족부,"1,974",정보 없음,2024년 11월 11일(월) ~ 2024년 12월 1일(일),0,0,https://cf-cpi.campuspick.com/activity/1731476692564237.jpg,https://www.campuspick.com/activity/view?id=27267,정보 없음
기자단,[국립해양과학관 서포터즈] ?? 해바라기 서포터즈 기자단 4기 모집,국립해양과학관,"2,301",정보 없음,2024년 11월 4일(월) ~ 2024년 11월 20일(수),0,0,https://cf-cpi.campuspick.com/activity/1730958508514304.jpg,https://www.campuspick.com/activity/view?id=27233,"?? 바다와 ??과학을 사랑하는 사람 모두 모여라~!   누구보다 먼저 국립해양과학관을 체험하고, 바다에 대한 콘텐츠를 직접 만들어 볼 수 있는 기회!  활동 후 지급되는 수료장과 활동비, 우수활동자에게는 과학관장 표창 및 상품까지?  바다처럼 넓은 혜택과 함께, 바다가 얼마나 신비하고 신나는 곳인지 함께 알려보아요! ??   [국립해양과학관 서포터즈] ?? 해바라기 서포터즈 기자단 4기 모집  과학관과 함께 바다와 과학을 탐구해 나갈 기자단과 키즈단을 모집합니다!!  ?? 모집일정 2024년 11월 4일(월) ~ 11월 20일(수)  ?? 모집대상 전국 대학생 10명 전국 어린이 10명(초등학교 3학년~6학년)  ?? 활동주제 국립해양과학관 해바라기 서포터즈 기자단  ?? 활동기간 2024년 12월 ~ 2025년 5월(6개월간)  ?? 활동내용 국립해양과학관 관련 기사 및 콘텐츠 작성(4회) *발대식 및 해단식 참석 필수  ?? 활동혜택 기자단 임명장 발급 기자단 명찰 증정 기자단 수료증 발급 소정의 원고료 지급 * 우수활동자, 과학관장 표창 및 상품 지급  ?? 선발절차 온라인 지원서 > 서류발표 > 온라인 면접  ?? 지원방법 신청서&과제 작성 > 네이버 폼으로 신청  ?? 심사발표 2024년 11월 29일(금) *선정된 서포터즈는 개별 연락이 진행됩니다.  ?? 문의사항 국립해양과학관 인스타그램 DM 국립해양과학관 공식 블로그 댓글"
